"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JVQK5X5M","journalArticle","2021","Funch, O.I.; Marhaug, R.; Kohtala, S.; Steinert, M.","Detecting glass and metal in consumer trash bags during waste collection using convolutional neural networks","Waste Management","","","10.1016/j.wasman.2020.09.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092313671&doi=10.1016%2fj.wasman.2020.09.032&partnerID=40&md5=1902905246f5c638d9989828e45aed7f","We present a proof-of-concept method to classify the presence of glass and metal in consumer trash bags. With the prevalent utilization of waste collection trucks in municipal solid waste management, the aim of this method is to help pinpoint the locations where waste sorting quality is below accepted standards, making it possible and more efficient to develop tailored procedures that can improve the waste sorting quality in areas with the most urgent needs. Using trash bags containing various amounts of glass and metal, in addition to common waste found in households, we use a combination of sound recording and a beat-frequency oscillation metal detector as inputs to a machine learning algorithm to identify the occurrence of glass and metal in trash bags. A custom-built test rig was developed to mimic a real waste collection truck, which was used to test different sensors and build the datasets. Convolutional neural networks were trained for the classification task, achieving accuracies of up to 98%. These promising results support this method's potential implementation in real waste collection trucks, enabling location-specific and long-term monitoring of consumer waste sorting quality, which can provide decision support for waste management systems, and research on consumer behavior. © 2020 The Author(s)","2021","2022-03-17 01:34:21","2022-03-25 15:56:23","","30-38","","","119","","","","","","","","","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2021-Detecting glass and metal in consumer trash bags during waste collection using convolutional neural networks.pdf","","Q3; SASVAR; Q1; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R74V735I","journalArticle","2021","Zheng, H.; Gu, Y.","Encnn-upmws: Waste classification by a CNN ensemble using the UPM weighting strategy","Electronics (Switzerland)","","","10.3390/electronics10040427","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100527257&doi=10.3390%2felectronics10040427&partnerID=40&md5=fd07bfb5d2a0fa21a45db6d43739709c","The accurate and effective classification of household solid waste (HSW) is an indispensable component in the current procedure of waste disposal. In this paper, a novel ensemble learning model called EnCNN-UPMWS, which is based on convolutional neural networks (CNNs) and an unequal precision measurement weighting strategy (UPMWS), is proposed for the classification of HSW via waste images. First, three state-of-the-art CNNs, namely GoogLeNet, ResNet-50, and MobileNetV2, are used as ingredient classifiers to separately predict and obtain three predicted probability vectors, which are significant elements that affect the prediction performance by providing complementary information about the patterns to be classified. Then, the UPMWS is introduced to determine the weight coefficients of the ensemble models. The actual one-hot encoding labels of the validation set and the predicted probability vectors from the CNN ensemble are creatively used to calculate the weights for each classifier during the training phase, which can bring the aggregated prediction vector closer to the target label and improve the performance of the ensemble model. The proposed model was applied to two datasets, namely TrashNet (an open-access dataset) and FourTrash, which was constructed by collecting a total of 47,332 common HSW images containing four types of waste (wet waste, recyclables, harmful waste, and dry waste). The experimental results demonstrate the effectiveness of the proposed method in terms of its accuracy and F1-scores. Moreover, it was found that the UPMWS can simply and effectively enhance the performance of the ensemble learning model, and has potential applications in similar tasks of classification via ensemble learning. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","2021","2022-03-17 01:34:21","2022-03-25 15:56:36","","1-21","","4","10","","","","","","","","","","","","","","","","","Number: 4","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2021-Encnn-upmws Waste classification by a CNN ensemble using the UPM weighting strategy.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3JW2HESD","journalArticle","2021","Caballero, Jaime; Vergara, Francisco; Miranda, Randal; Serracín, José","Inference of Recyclable Objects with Convolutional Neural Networks","arXiv preprint arXiv:2104.00868","","","","","","2021","2022-03-17 01:34:20","2022-03-25 15:56:36","","","","","","","","","","","","","","","","","","","","","","","","/Users/usuario/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2021-Inference of Recyclable Objects with Convolutional Neural Networks.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ES9AFINP","journalArticle","2020","Melinte, D.O.; Travediu, A.-M.; Dumitriu, D.N.","Deep convolutional neural networks object detector for real-time waste identification","Applied Sciences (Switzerland)","","","10.3390/app10207301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098558745&doi=10.3390%2fapp10207301&partnerID=40&md5=4e9587c6dff1898c59d836c25a1d5cc9","This paper presents an extensive research carried out for enhancing the performances of convolutional neural network (CNN) object detectors applied to municipal waste identification. In order to obtain an accurate and fast CNN architecture, several types of Single Shot Detectors (SSD) and Regional Proposal Networks (RPN) have been fine-tuned on the TrashNet database. The network with the best performances is executed on one autonomous robot system, which is able to collect detected waste from the ground based on the CNN feedback. For this type of application, a precise identification of municipal waste objects is very important. In order to develop a straightforward pipeline for waste detection, the paper focuses on boosting the performance of pre-trained CNN Object Detectors, in terms of precision, generalization, and detection speed, using different loss optimization methods, database augmentation, and asynchronous threading at inference time. The pipeline consists of data augmentation at the training time followed by CNN feature extraction and box predictor modules for localization and classification at different feature map sizes. The trained model is generated for inference afterwards. The experiments revealed better performances than all other Object Detectors trained on TrashNet or other garbage datasets with a precision of 97.63% accuracy for SSD and 95.76% accuracy for Faster R-CNN, respectively. In order to find the optimal higher and lower bounds of our learning rate where the network is actually learning, we trained our model for several epochs, updating the learning rate after each epoch, starting from 1 × 10−10 and decreasing it until reaching 1 × 10−1. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","2020","2022-03-17 01:34:22","2022-03-25 15:56:36","","1-18","","20","10","","","","","","","","","","","","","","","","","Number: 20","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2020-Deep convolutional neural networks object detector for real-time waste identification.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G3C3LYXU","conferencePaper","2020","Aqyuni, U.; Endah, S.N.; Sasongko, P.S.; Kusumaningrum, R.; Khadijah; Rismiyati; Rasyidi, H.","Waste Image Segmentation Using Convolutional Neural Network Encoder-Decoder with SegNet Architecture","ICICoS 2020 - Proceeding: 4th International Conference on Informatics and Computational Sciences","","","10.1109/ICICoS51170.2020.9299111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099446613&doi=10.1109%2fICICoS51170.2020.9299111&partnerID=40&md5=eac6b9e8c6637b043ae8f03378952b36","Sustainable waste management has become one of the great concerns in many countries to reduce the negative environmental and health impact caused by the increase of unmanaged household garbage. One of the key elements is waste recycling, that relies on the process of garbage sorting to separate the recycled garbage into different categories for further processing. The sorting process in waste recycling is usually done manually by hand-picking. Therefore, a system that can recognize waste automatically is needed so that the waste sorting process can be done more quickly and accurately. In this paper, we propose a waste segmentation method using Convolutional Neural Network based on the Encoder-Decoder approach of SegNet architecture [5]. We compare two different setups of the architecture based on the number of filters in each convolutional layer, then evaluate our model using TrashNet benchmark dataset. Our experiment shows that one of our proposed architecture managed to achieve 82.95% intersection over union (IoU) value, which is higher than the previous work by the TrashNet developer. © 2020 IEEE.","2020","2022-03-17 01:34:21","2022-03-25 15:56:36","","","","","","","","","","","","","","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2020-Waste image Segmentation using convolutional neural Network Encoder-decoder with Segnet architecture.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T77F85KW","journalArticle","2022","Duhayyim, M.A.; Eisa, T.A.E.; Al-Wesabi, F.N.; Abdelmaboud, A.; Hamza, M.A.; Zamani, A.S.; Rizwanullah, M.; Marzouk, R.","Deep Reinforcement Learning Enabled Smart City Recycling Waste Object Classification","Computers, Materials and Continua","","","10.32604/cmc.2022.024431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122751103&doi=10.32604%2fcmc.2022.024431&partnerID=40&md5=0397d959d4da5f40877c49557193350b","The Smart City concept revolves around gathering real time data from citizen, personal vehicle, public transports, building, and other urban infrastructures like power grid and waste disposal system. The understandings obtained from the data can assist municipal authorities handle assets and services effectually. At the same time, the massive increase in environmental pollution and degradation leads to ecological imbalance is a hot research topic. Besides, the progressive development of smart cities over the globe requires the design of intelligent waste management systems to properly categorize the waste depending upon the nature of biodegradability. Few of the commonly available wastes are paper, paper boxes, food, glass, etc. In order to classify the waste objects, computer vision based solutions are cost effective to separate out the waste from the huge dump of garbage and trash. Due to the recent developments of deep learning (DL) and deep reinforcement learning (DRL), waste object classification becomes possible by the identification and detection of wastes. In this aspect, this paper designs an intelligence DRL based recycling waste object detection and classification (IDRL-RWODC) model for smart cities. The goal of the IDRL-RWODC technique is to detect and classify waste objects using the DL and DRL techniques. The IDRL-RWODC technique encompasses a two-stage process namely Mask Regional Convolutional Neural Network (Mask RCNN) based object detection and DRL based object classification. In addition, DenseNet model is applied as a baseline model for the Mask RCNN model, and a deep Q-learning network (DQLN) is employed as a classifier.Moreover, a dragonfly algorithm (DFA) based hyperparameter optimizer is derived for improving the efficiency of the DenseNet model. In order to ensure the enhanced waste classification performance of the IDRL-RWODC technique, a series of simulations take place on benchmark dataset and the experimental results pointed out the better performance over the recent techniques with maximal accuracy of 0.993. © 2022 Tech Science Press. All rights reserved.","2022","2022-03-17 01:34:20","2022-03-25 15:56:36","","5699-5715","","2","71","","","","","","","","","","","","","","","","","Number: 2","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2022-Deep Reinforcement Learning Enabled Smart City Recycling Waste Object Classification.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XKWW5E6T","journalArticle","2021","Zhang, Qiang; Yang, Qifan; Zhang, Xujuan; Bao, Qiang; Su, Jinqi; Liu, Xueyan","Waste image classification based on transfer learning and convolutional neural network","Waste Management","","","","","","2021","2022-03-17 01:34:20","2022-03-25 15:56:36","","150–157","","","135","","","","","","","","","","","","","","","","","Publisher: Elsevier","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2021-Waste image classification based on transfer learning and convolutional neural network.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SD3E64CD","conferencePaper","2016","Paulraj, S.G.; Hait, S.; Thakur, A.","Automated municipal solid waste sorting for recycling using a mobile manipulator","Proceedings of the ASME Design Engineering Technical Conference","","","10.1115/DETC2016-59842","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007564045&doi=10.1115%2fDETC2016-59842&partnerID=40&md5=3e1ed7827c34c44edf9bbc524c9c573c","Municipal solid waste (MSW), generated at an unprecedented rate due to rapid urbanization and industrialization contains useful recyclable materials like metals, plastic, wood, etc. Recycling of useful materials from MSW in the developing countries is severely constrained by limited door-to-door collection and poor means of segregation. Recovery of recyclables is usually performed by waste pickers, which is highly risky and hazardous for their health. This paper reports the development of a robotic mobile manipulation system for automated sorting of useful recyclables from MSW. The developed robot is equipped with a thermal imaging camera, proximity sensor and a 5-DOF robotic arm. This paper presents an approach for sorting based on automated identification from thermographic images. The developed algorithm extracts keypoint features from the thermographic image and feeds into clustering model to map them into a bag-of-word vectors. Finally, Support Vector Machine (SVM) classifier is used for identifying the recyclable material. We used the developed algorithm to detect three categories of recyclables namely, aluminum can, plastic bottle and tetra pack from given thermographic images. We obtained classification rate of 94.3% in the tests. In future, we plan to extend the developed approach for classifying a wider range of recyclable objects as well as to incorporate motion planning algorithms to handle cluttered environments. Copyright © 2016 by ASME.","2016","2022-03-17 01:34:19","2022-03-25 15:56:23","","","","","5A-2016","","","","","","","","","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2016-Automated municipal solid waste sorting for recycling using a mobile manipulator.pdf","","Q3; SASVAR; Q1; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLYZLAUX","journalArticle","2016","Korucu, M.K.; Kaplan, Ö.; Büyük, O.; Güllü, M.K.","An investigation of the usability of sound recognition for source separation of packaging wastes in reverse vending machines","Waste Management","","","10.1016/j.wasman.2016.06.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85003679951&doi=10.1016%2fj.wasman.2016.06.030&partnerID=40&md5=5bd321e908180ee90143050a65966a99","In this study, we investigate the usability of sound recognition for source separation of packaging wastes in reverse vending machines (RVMs). For this purpose, an experimental setup equipped with a sound recording mechanism was prepared. Packaging waste sounds generated by three physical impacts such as free falling, pneumatic hitting and hydraulic crushing were separately recorded using two different microphones. To classify the waste types and sizes based on sound features of the wastes, a support vector machine (SVM) and a hidden Markov model (HMM) based sound classification systems were developed. In the basic experimental setup in which only free falling impact type was considered, SVM and HMM systems provided 100% classification accuracy for both microphones. In the expanded experimental setup which includes all three impact types, material type classification accuracies were 96.5% for dynamic microphone and 97.7% for condenser microphone. When both the material type and the size of the wastes were classified, the accuracy was 88.6% for the microphones. The modeling studies indicated that hydraulic crushing impact type recordings were very noisy for an effective sound recognition application. In the detailed analysis of the recognition errors, it was observed that most of the errors occurred in the hitting impact type. According to the experimental results, it can be said that the proposed novel approach for the separation of packaging wastes could provide a high classification performance for RVMs. © 2016 Elsevier Ltd","2016","2022-03-17 01:34:19","2022-03-25 15:56:23","","46-52","","","56","","","","","","","","","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2016-An investigation of the usability of sound recognition for source separation of packaging wastes in reverse vending machines.pdf","","Q3; SASVAR; Q1; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8VD6AFBV","journalArticle","2018","Calvini, R.; Orlandi, G.; Foca, G.; Ulrici, A.","Developmentof a classification algorithm for efficient handling of multiple classes in sorting systems based on hyperspectral imaging","Journal of Spectral Imaging","","","10.1255/jsi.2018.a13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060983756&doi=10.1255%2fjsi.2018.a13&partnerID=40&md5=1da220df615bdac3014e9f9dba62a415","When dealing with practical applications of hyperspectral imaging, the development of efficient, fast and flexible classification algorithms is of the utmost importance. Indeed, the optimal classification method should be able, in a reasonable time, to maximise the separation between the classes of interest and, at the same time, to correctly reject possible outlier samples. To this aim, a new extension of Partial Least Squares Discriminant Analysis (PLS-DA), namely Soft PLS-DA, has been implemented. The basic engine of Soft PLS-DA is the same as PLS-DA, but class assignment is subjected to some additional criteria which allow samples not belonging to the target classes to be identified and rejected. The proposed approach was tested on a real case study of plastic waste sorting based on near infrared hyperspectral imaging. Household plastic waste objects made of the six recyclable plastic polymers commonly used for packaging were collected and imaged using a hyperspectral camera mounted on an industrial sorting system. In addition, paper and not recyclable plastics were also considered as potential foreign materials that are commonly found in plastic waste. For classification purposes, the Soft PLS-DA algorithm was integrated into a hierarchical classification tree for the discrimination of the different plastic polymers. Furthermore, Soft PLS-DA was also coupled with sparse-based variable selection to identify the relevant variables involved in the classification and to speed up the sorting process. The tree-structured classification model was successfully validated both on a test set of representative spectra of each material for a quantitative evaluation, and at the pixel level on a set of hyperspectral images for a qualitative assessment. © 2018 The Authors.","2018","2022-03-17 01:34:18","2022-03-25 15:56:36","","","","","7","","","","","","","","","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2018-Developmentof a classification algorithm for efficient handling of multiple classes in sorting systems based on hyperspectral imaging.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IAC8IBW9","conferencePaper","2019","Seredkin, A.V.; Tokarev, M.P.; Plohih, I.A.; Gobyzov, O.A.; Markovich, D.M.","Development of a method of detection and classification of waste objects on a conveyor for a robotic sorting system","Journal of Physics: Conference Series","","","10.1088/1742-6596/1359/1/012127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076469169&doi=10.1088%2f1742-6596%2f1359%2f1%2f012127&partnerID=40&md5=e086ed64bf42bd78212a87cbf8265a51","Currently used recycling technologies have limitations on the composition of recyclable waste, which makes them specialized. Thus, the preliminary sorting of municipal solid waste is a necessary step, increasing the efficiency of using municipal solid waste as a resource. To sort municipal solid waste we developed a method for detecting and classifying waste on a conveyor line using neural network image processing. Images from a camera are fed to a neural network input, which determines the position and type of detected objects. To train the neural network a database of more than 13,000 municipal solid waste images was created. Mean-Average Precision for the neural network model was 64%. © Published under licence by IOP Publishing Ltd.","2019","2022-03-17 01:34:18","2022-03-25 15:56:36","","","","","1359","","","","","","","","","","","","","","","","","Issue: 1","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2019-Development of a method of detection and classification of waste objects on a conveyor for a robotic sorting system.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4KS3WPVB","journalArticle","2021","Andhy Panca Saputra, Kusrini","Waste Object Detection and Classification using Deep Learning Algorithm: YOLOv4 and YOLOv4-tiny","Turkish Journal of Computer and Mathematics Education (TURCOMAT)","","","","","","2021","2022-03-17 01:34:20","2022-03-25 15:56:36","","5583–5595","","6","12","","","","","","","","","","","","","","","","","Number: 6","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2021-Waste Object Detection and Classification using Deep Learning Algorithm YOLOv4 and YOLOv4-tiny.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KN3XUAXD","journalArticle","2021","Chen, Yayu; Sun, Jisheng; Bi, Shijun; Meng, Cairu; Guo, Fei","Multi-objective solid waste classification and identification model based on transfer learning method","Journal of Material Cycles and Waste Management","","","","","","2021","2022-03-17 01:34:20","2022-03-25 15:56:44","","2179–2191","","6","23","","","","","","","","","","","","","","","","","Number: 6 Publisher: Springer","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2021-Multi-objective solid waste classification and identification model based on transfer learning method.pdf","","Q3; SASVAR; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2QH4F63A","conferencePaper","2022","Lv, Zhaohao; Li, Huiyan; Liu, Yeming","Garbage detection and classification method based on YoloV5 algorithm","International Conference on Machine Vision (ICMV 2021)","","","","","","2022","2022-03-17 01:34:19","2022-03-25 15:56:36","","4","","","1208403","","","","","","","","","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2022-Garbage detection and classification method based on YoloV5 algorithm.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9RHXRFHP","journalArticle","2020","Wang, H.; Li, Y.; Dang, L.M.; Ko, J.; Han, D.; Moon, H.","Smartphone-based bulky waste classification using convolutional neural networks","Multimedia Tools and Applications","","","10.1007/s11042-020-09571-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089291167&doi=10.1007%2fs11042-020-09571-5&partnerID=40&md5=96356081668ded9268bae22e77040cbc","The rapid urbanization process is escalating the urban waste problem, and ineffective management has worsened the issue, leading to severe consequences to the population health and economy. Although many countries have started to charge money for large household items, it is time-consuming and challenging for collectors to distinguish various types of bulky waste manually. As a result, this study introduces a mobile-based automatic bulky waste classification system. The original contributions include (1) a fine-tuned VGG-19 model is proposed to classify 95 types of bulky wastes; (2) three hybrid models are introduced to efficiently handle the imbalanced data problem, including class-weight VGG-19 (CW_VGG19), eXtreme Gradient Boosting VGG-19 (XGB_VGG19), and Light Gradient Boosting Machine VGG-19 (LGB_VGG19); (3) a large dataset that includes 95 classes, and each class contains over 500 images; and (4) the development of a mobile application that used the proposed model. Experiments show that the model obtained an accuracy of 86.19%, which outperforms existing models in classifying bulky waste. Moreover, the proposed hybrid models showed their robustness against imbalanced data under various scenarios. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.","2020","2022-03-17 01:34:17","2022-03-25 15:56:36","","29411-29431","","39-40","79","","","","","","","","","","","","","","","","","Number: 39-40","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2020-Smartphone-based bulky waste classification using convolutional neural networks.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X9GS46TC","conferencePaper","2020","Cai, H.; Cao, X.; Huang, L.; Zou, L.; Yang, S.","Research on Computer Vision-Based Waste Sorting System","2020 5th International Conference on Control, Robotics and Cybernetics, CRC 2020","","","10.1109/CRC51253.2020.9253456","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097828649&doi=10.1109%2fCRC51253.2020.9253456&partnerID=40&md5=6ad48518df62600f6e9c44374196f244","Nowadays, waste sorting has become a hot topic of society in China. Many cities, such as Beijing and Shanghai, have begun to strictly implement regulations of waste sorting. However, in this process, it still exists that people are not able to distinguish them for residual waste or household food waste. This paper utilizes computer vision approach to recognize two categories of wastes. We find out typical examples from them for image recognition, and collect relevant image dataset through the Internet, with a total of 2800 images. The methods used are support vector machine based on feature extraction and transfer learning based on convolutional neural network. Our experiment shows that the latter has better performance. © 2020 IEEE.","2020","2022-03-17 01:34:16","2022-03-25 15:56:36","","117-122","","","","","","","","","","","","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2020-Research on Computer Vision-Based Waste Sorting System.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DJPKHV3L","journalArticle","2020","Rahman, M.W.; Islam, R.; Hasan, A.; Bithi, N.I.; Hasan, M.M.; Rahman, M.M.","Intelligent waste management system using deep learning with IoT","Journal of King Saud University - Computer and Information Sciences","","","10.1016/j.jksuci.2020.08.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091824760&doi=10.1016%2fj.jksuci.2020.08.016&partnerID=40&md5=6ef76fd13b1816d18270e5f42e904ebc","Waste management leads to the demolition of waste conducted by recycling and landfilling. Deep learning and the Internet of things (IoT) confer an agile solution in classification and real-time data monitoring, respectively. This paper reflects a capable architecture of the waste management system based on deep learning and IoT. The proposed model renders an astute way to sort digestible and indigestible waste using a convolutional neural network (CNN), a popular deep learning paradigm. The scheme also introduces an architectural design of a smart trash bin that utilizes a microcontroller with multiple sensors. The proposed method employs IoT and Bluetooth connectivity for data monitoring. IoT enables control of real-time data from anywhere while Bluetooth aids short-range data monitoring through an android application. To examine the efficacy of the developed model, the accuracy of waste label classification, sensors data estimation, and system usability scale (SUS) are enumerated and interpreted. The classification accuracy of the proposed architecture based on the CNN model is 95.3125%, and the SUS score is 86%. However, this smart system will be adjustable to household activities with real-time waste monitoring. © 2020 The Authors","2020","2022-03-17 01:34:17","2022-03-25 15:56:23","","","","","","","","","","","","","","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2020-Intelligent waste management system using deep learning with IoT.pdf","","Q3; SASVAR; Q1; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RULV8V5K","conferencePaper","2021","Mingyang, Li; Chengrong, Li","Research on Household Waste Detection System Based on Deep Learning","E3S Web of Conferences","","","","","","2021","2022-03-17 01:34:14","2022-03-25 15:56:36","","01034","","","267","","","","","","","","EDP Sciences","","","","","","","","","","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2021-Research on Household Waste Detection System Based on Deep Learning.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P34AWNA6","journalArticle","2021","Wang, Cong; Qin, Jiongming; Qu, Cheng; Ran, Xu; Liu, Chuanjun; Chen, Bin","A smart municipal waste management system based on deep-learning and Internet of Things","Waste Management","","","","","","2021","2022-03-17 01:34:14","2022-03-25 15:56:23","","20–29","","","135","","","","","","","","","","","","","","","","","Publisher: Elsevier","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2021-A smart municipal waste management system based on deep-learning and Internet of Things.pdf","","Q3; SASVAR; Q1; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L3U35BQY","journalArticle","2022","Ziouzios, Dimitris; Baras, Nikolaos; Balafas, Vasileios; Dasygenis, Minas; Stimoniaris, Adam","Intelligent and Real-Time Detection and Classification Algorithm for Recycled Materials Using Convolutional Neural Networks","Recycling","","","","","","2022","2022-03-17 01:34:12","2022-03-25 15:56:36","","9","","1","7","","","","","","","","","","","","","","","","","Number: 1 Publisher: MDPI","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2022-Intelligent and Real-Time Detection and Classification Algorithm for Recycled Materials Using Convolutional Neural Networks.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5KG7ID3V","journalArticle","2022","Mao, Wei-Lung; Chen, Wei-Chun; Fathurrahman, Haris Imam Karim; Lin, Yu-Hao","Deep learning networks for real-time regional domestic waste detection","Journal of Cleaner Production","","","","","","2022","2022-03-17 01:34:11","2022-03-25 15:56:36","","131096","","","","","","","","","","","","","","","","","","","","Publisher: Elsevier","","/Users/juanca/Library/Mobile Documents/com~apple~CloudDocs/Projects/Sasvar/Literature Review/Articles/Proposals/2022-Deep learning networks for real-time regional domestic waste detection.pdf","","Q3; SASVAR; Q2; to_analize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
